@RELATION BOW 

@ATTRIBUTE Text string 

@ATTRIBUTE Klase {neutral,positive,negative}
@DATA
'RT @NeowinFeed: Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/HHfJbBHU #neowin"',neutral
'Also, the #Google problem. @chucktodd: Problem for Santorum´s electability argument: the double-digit loss in 2006"',negative
'#Twitter y #Facebook OFF"',negative
'Samsung and #Google Announce Galaxy Nexus and #Android 4.0â€“Ice Cream Sandwich http://t.co/g6EOfUYY #news #android40"',neutral
'Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC, covering  #Microsoft. You rocked it, Ed! #fb"',neutral
'RT @phxguy88: Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR"',negative
'#Android #Google Video: Samsung Galaxy Nexus Announcement and Official Promo http://t.co/4ErExB4T #DhilipSiva"',neutral
'Hey @apple why can´t I share a reminder list from my iPhone?',negative
'RT @ManelFMartinez: How #Apple eclipsed #Microsoft http://t.co/IJ6XyDp3  #sun rise #in via @guardian"',negative
'RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ..."',negative
'ðŸ‘¦ðŸ‘§ðŸ‘©ðŸ‘¨ðŸ‘¶ðŸ‘µðŸ‘´ðŸ‘±ðŸ‘²ðŸ‘³ðŸ‘·ðŸ’‚ðŸ‘¸ðŸ‘®..... Um why No black peopleâ?”â?”â?”@Apple"',neutral
'Hmm, Google I really need a new phone. Please release the Galaxy Nexus asap! #android #google"',neutral
'RT @tatn: #Google, #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/qtiCdIvd via @CNET #Android"',neutral
'#Android #Google Ice Cream Sandwich Official Video http://t.co/ppH5CW1p #DhilipSiva"',neutral
'Is the sound of compliments that sound',negative
'RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}"',positive
'RT @TreyHob21: #twitter gives everyone that voice that they believe should be heard by people... unlike real life... lol"',positive
'Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local"',positive
'#Google+"',neutral
'Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft"',positive
'I wish Siri could tweet for me . @apple fix that ."',negative
'@apple @siri is efffing amazing!!"',positive
'@DailyDealChat @apple Thanks!!"',positive
'#IceCreamSandwich went way and beyond what I expected. Can´t wait to get it on my Nexus to play with! #Google"',positive
'@SamsungMobileUS @Apple would disagree with you right now."',neutral
'Phone app redesigned to be unified with google voice, etc. Has fast forward and rewind capabilities as well. #Google #Android #ICS"',neutral
'Been MIA from Twitter.. But now Tweeting from my new @apple iPhone! :) #finallycool #notreally well, It IS ..I´m not :) #stilllearning"',neutral
'#Google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/D7ntPaIt"',neutral
'RT @PhillipRowntree: Just registered as an @apple developer... Here´s hoping I can actually do it... Any help, greatly appreciated!"',positive
'This is kind of really creepy: Use your search engine the same way as @MileyCyrus would http://t.co/a050TG4L . . . #Microsoft"',negative
'#Twitter´sMalfunctioningAgain"',negative
'Watching iGenius on @Discovery. Based on first 13 minutes, @Apple never should have gone public in 1980."',neutral
'The more i use Office 2010 the more i fall in love it with. #honest #genius #microsoft"',positive
'on that @Apple shit hard, change my twitter name to @_iFynest"',neutral
'Goodnight #Twitter :)"',neutral
'Microsoft Excel: How To Alternate the Color Between Rows - http://t.co/x7TZk9sG #microsoft"',neutral
'Google is rolling out a suite of new changes to its Google Docs service, including 50 new features for ... http://t.co/3j4Vd8WF #Google+"',neutral
'#Android #Google Need Proof of Verizonâ€™s Galaxy Nexus? http://t.co/jcP7bkvg #DhilipSiva"',neutral
'#10twitterpeopleiwouldliketomeet ',positive
'#Google unveils next iteration of #Android - #icecreamsandwich - with several revamps incl facial recognition security http://t.co/xMrZVkav"',neutral
'i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX"',positive
'#Teamfollowback Microsoft Q1 2012 earnings results due on Thursday #microsoft"',neutral
'RT @TecBuzz: Google steps up its privacy game, launches Good To Know http://t.co/22QbKMpG #google"',neutral
'yumyumyum...I want Ice Cream Sandwich... #google #android"',positive
'@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me"',neutral
'Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys."',positive
'Android Beam, panorama, Gmail offline, lockscreen, contacts, facial recognition unlock... #IceCreamSandwich #NexusPrime #Google"',neutral
'even if I skip the newspaper, I don´t worry coz I get all news updates at #Twitter. :)"',neutral
'With the new #Google #Android 4.0 Ice-Cream Sandwich, you can take Panorama picture right Out-of-the-Box... SWEET!"',positive
'I HATE #TWITTER"',negative
'I think @SchwastySmack needs to cool her roll on her #twitter game."',neutral
'why am i #rambling on #facebook i keep forgetting i have #twitter.. then remember and come back.. every 3 seconds.. -_- ... o_O"',neutral
'GoodNight #Twitter:)"',neutral
'Lmfao look at the argument I had with Siri !!',positive
'Embed Google Calendar To Your Wordpress Post: http://t.co/ah8km2JF #wordpress #google"',neutral
'#Microsoft to Require yearly #Sustainability Reporting by Vendors http://t.co/71Rm0QOT via @CaelusGreenRoom #CSR #GMIC"',neutral
'#Android #Google Three UK to carry Samsung Galaxy Nexus http://t.co/Lt4m2HH4 #DhilipSiva"',neutral
'Hello again, iPhone 4!!! Thank you, @apple! Although this should have never broken in the first place! #tsk"',neutral
'@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg"',negative
'Infinite digital dusting RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/8m7gN6iN"',neutral
'Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon â€œGot #Microsoftâ€œ? http://t.co/DRvKSVF6 #humor #foodie #microsoft"',neutral
'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is"',positive
'RT @Capo_Young: ONE SERIOUS STATEMENT THO ! ',neutral
'eating @apple xDD"',neutral
'RT @adamnash: The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc ..."',neutral
'Did a quick video call test between two diff. #Android tablets using #Skype & it worked great! #Microsoft hasn´t broken it yet."',neutral
'#Google has made search more #secure, this change #encrypts your search queries and Google´s result pages.  Read more: http://t.co/Rnnjwo6r"',neutral
'@LOvely_MsToya relaxin, my mind! And #twitter"',neutral
'New Microsoft Security Essentials v2.1 Released with updated Antimalware Engine http://t.co/2etgYjEZ #Microsoft #SecurityEssentials #Windows"',neutral
'#Google´s #Android 4.0 Development Plan: Make Android Prettier http://t.co/7X0OFPuq @paidcontent"',neutral
'Salesperson at #soho @Apple store ""it doesn´t matter how many people are lined up out front. They´re not gonna get one"" #iphone4s"',neutral
'Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/GbKV9pbQ #microsoft"',neutral
'@APPLE freaks is Siri available for Iphone 4 yet?"',neutral
'Donâ€™t Cast Your Google Adwords Net Too Wide | Mike McCready http://t.co/ms06fehi #google #adwords"',neutral
'RT @MSAnyWhere: Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/Fpv2yDof #microsoft"',neutral
'BRB #twitter;p"',neutral
'#Android #Google Google officially announces Ice Cream Sandwich http://t.co/Ij292Ye3 #DhilipSiva"',neutral
'Bouquet for Jobs @Apple Store Nagoya http://t.co/pmEcxPug"',neutral
'Check this video out -- Sesame Street and Nat Geo TV coming to Kinect http://t.co/iw7kjQ81 #xbox #kinect #microsoft"',neutral
'I just installed Twidroyd for #Twitter on my #Android Phone - It´s #Free and you can mute users :) http://t.co/eM2yDlRs"',neutral
'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 26"',neutral
'Nokia to reveal multiple Windows Phone devices next http://t.co/0CIUtecX #mobile #nokia #microsoft"',neutral
'Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management"',neutral
'just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you!"',negative
'Do real thugs have #twitter? #confusedbymytimeline"',neutral
'@ShawnWildermuth  #gates #ballmer #nightAtTheRoxbury #microsoft That is so wild!"',neutral
'Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often"',negative
'Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro #microsoft #ballmer"',negative
'37 Ways to Use #Twitter for Business	http://t.co/MT9RdrCz"',neutral
'RT @ScottRockHill: #MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz"',neutral
'When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"',negative
'@apple #siri http://t.co/k7b686hX"',neutral
'RT @kalezo: we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #micr ..."',neutral
'RT @loveable_letty8: Night #twitter"',neutral
'pinto el sueÃ±o #Twitter #OFF"',neutral
'@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy"',neutral
'Let´s be honest #twitter, nothing´s #trending en #espaÃ±ol."',neutral
'Spend $499 at a Microsoft Store and Get a Free Windows Phone http://t.co/1zRhXnVd #wp7 #wp7dev #windowsphone #Microsoft"',neutral
'@FATBOYFRESH87 Hey brotha I forgot you had a #twitter"',neutral
'The new Google Nexus page is live! - http://t.co/zrqoeWxI #nexus #google #android #icecreamsandwich"',positive
'RT @Flipbooks #Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/NDpyFvpK rt @TferThomas #Technology #Tech"',neutral
'finally logged back in!!!! what&#39;s up #twitter!!!"',neutral
'Recent study of #Google CTR reveals that top three positions #in #GoogleSearch receive 35% of traffic. @Econsultancy http://t.co/Z2bh6oH1"',neutral
'RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s"',negative
'#Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech"',neutral
'Follow me on #Twitter @CatchASet_ #TeamFollow &lt;3"',neutral
'#IReallyHateWhenPeople TyP3 L!k3 tH!S Or #Use #Hashtags #In #Every #Word #On #Twitter"',neutral
'Apples to oranges maybe, but #Twitter is way more engaging than #FB. Content vs. Stalkerismo"',positive
'Zune Music arrives in Canada! http://t.co/CJJ12v4I #microsoft #music #news"',positive
'Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple´s overbearing policies!"',negative
'#Twitter, will you please fix this RT problem?"',negative
'Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it´s the app or the new @apple iOS 5. Only two apps running."',negative
'Article Recap on the #Google Analytics ""Secure"" Change: Here are some articles we found afterâ€¦ http://t.co/RPTLWMLo"',neutral
'@codytigernord Just a reminder that you fail on #twitter"',neutral
'@_courtneytaylor @apple did you get a 4S?"',neutral
'I´m wit chu!! â€œ@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!â€?"',negative
'#Google and #Samsung unveil #Galaxy #Nexus, #Android 4 at event: http://t.co/oTqfW9XQ | #CTIA #Hong #Kong #conference #environments"',neutral
'#Microsoft We support you. Retweet if u support us or want to."',neutral
'#Pearson and #Google take advantage of the profound lack of LMS PD with their new offering http://t.co/4RsRDU4G Also do not do reporting"',neutral
'Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple"',negative
'Shout ou to all my followers! #TWitTER"',neutral
'#android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wowww..  #google"',positive
'brilliant WebGL Bookcase #google http://t.co/CR3A6k9U"',positive
'@ryanbaldwin @apple So in iTunes I go Store -&gt; Authoriseâ€¦ why doesn´t it just auto-authorise it when I sign into iTunes? Grrrr..."',negative
'@jowyang it´s difficult to pass up #google+ considering the social seo benefits of google+ vs facebook"',positive
'@coatgal had a really interestng experience up in the @Apple store though, Paul was with me up there, faulty #iphone4 - but out of warranty"',neutral
'@MsTapoutBarbie Yep figured my shit is jacked. Dammit #Twitter!!"',negative
'Get #Microsoft #http://t.co/TMUrucvW certified now!! http://t.co/3Qr7XoCy"',neutral
'Dear @Apple: You must let me turn off iCloud to save bandwidth and NOT delete EVERY document on my iPad. That´s BULLSHIT!"',negative
'Why @Apple so valuable, good analysis of trended profits, iOS vs. Microsoft: Comparing the bottom lines  http://t.co/k9qst4R4 via @asymco"',neutral
'Sucks that I just threw down $3 for a panorama app when #ICS will have it as standard. Oh #Google, you pleasant bastards, you!"',neutral
'Update : Google Officially calls Android Ice Cream Sandwich, Shouts Android 4.0 http://t.co/zzRuwrSk  #google #ics #android4"',neutral
'RT @GP_Jman852: Hello New Followers! Reminder: 1000 followers = a 4000 #Microsoft point #Giveaway! #Xbox360 #XBL #XBLA #MW3 #COD RETWEET!"',neutral
'@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound."',negative
'Introducing Android 4.0, Ice Cream SandwichIntroducing Android 4.0, Ice Cream Sandwich http://t.co/L4Hqkv0c #Google #Android"',neutral
'Hey @apple now I have iOS5 my iPhone doesn´t include songs that are on compilation albums under the artist´s name. #whaddupwitdat"',negative
'@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!"',positive
'#Samsung Galaxy #Nexus hands-on (#video) http://t.co/w4muSKEm #android #galaxynexus #galaxynexus #google"',neutral
'@AndroidPolice Duly noted -- I hope AOSP is updated with ICS 4.0. #Android #Google"',neutral
'Can someone explain to me how the hell iMessage differs from a text message? @Apple #fb"',neutral
